CIPLA,500087
BATAINDIA,500043
INTELLECT,538835
DCMSRMIND,523369
JAICORPLTD,512237
ANURAS,543275
MADHAVIPL,539894
INDIGO,539448
SEACOAST,542753
SYNCOMF,524470
POLYCAB,542652
KIRLFER,500245
GENUSPOWER,530343
GAIL,532155
PGEL,533581
ZENSARTECH,504067
TEXRAIL,533326
INDIACEM,530005
L&TFH,533519
FLUOROCHEM,542812
SIEMENS,500550
ADANIPOWER,533096
GRAVITA,533282
AUROPHARMA,524804
BRNL,540700
FCL,533333
AARTIIND,524208
GUJGAS,539336
GHCL,500171
IDFC,532659
DREDGECORP,523618
JUBLINGREA,543271
SRTRANSFIN,511218
DEEPAKFERT,500645
LAURUSLABS,540222
GAEL,524226
LTTS,540115
SHARDACROP,538666
TATACONSUM,500800
POWERGRID,532898
POLYPLEX,524051
SADHNANIQ,506642
BCG,532368
HEG,509631
OFSS,532466
SUBEX,532348
SHREECEM,500387
HSCL,500184
ASTEC,533138
ABCAPITAL,540691
CAMS,543232
UBL,532478
HDFCLIFE,540777
LLOYDSME,512455
ELGIEQUIP,522074
PSPPROJECT,540544
LXCHEM,543277
UPL,512070
TANFACIND,506854
OBEROIRLTY,533273
SPICEJET,500285
ABSLAMC,543374
LUXIND,539542
GUJALKALI,530001
ARCFIN,540135
AAVAS,541988
EVERESTIND,508906
TRIL,532928
ABB,500002
MGL,539957
PRINCEPIPE,542907
THINKINK,539310
GOKEX,532630
PONDYOXIDE,532626
CLARA,543435
EXIDEIND,500086
RAIN,500339
DIVISLAB,532488
CMSINFO,543441
RAJESHEXPO,531500
IRFC,543257
BSOFT,532400
GMDCLTD,532181
GRASIM,500300
LODHA,543287
PRAJIND,522205
SPELS,517166
VOLTAS,500575
VAIBHAVGBL,532156
7NR,540615
EASEMYTRIP,543272
NESTLEIND,500790
KABRAEXTRU,524109
SWSOLAR,542760
NBVENTURES,513023
FINOLEXIND,500940
SUNTV,532733
TRENT,500251
VRLLOG,539118
NCLRESE,530557
MOTHERSUMI,517334
CUB,532210
MOL,543331
TGVSL,507753
NAHARPOLY,523391
ICICINIFTY,537007
HAVELLS,517354
YASHO,541167
TIMKEN,522113
NCC,500294
GATI,532345
RVNL,542649
METROPOLIS,542650
KEI,517569
JKPAPER,532162
IOB,532388
PFC,532810
BALKRISIND,502355
UNITDSPR,532432
CYIENT,532175
TOYAMIND,538607
SCI,523598
RAILTEL,543265
VARROC,541578
TAALENT,539956
TATACOMM,500483
ALKA,530889
SBILIFE,540719
GREAVESCOT,501455
DRAGARWQ,526783
NIITLTD,500304
ROUTE,543228
GGL,540936
HPAL,543433
SBICARD,543066
BORORENEW,502219
MEDPLUS,543427
WHIRLPOOL,500238
CGCL,531595
EKI,543284
SMGOLD,542034
ASTRAL,532830
DATAPATTNS,543428
SBC,542725
RELIGARE,532915
HEROMOTOCO,500182
BRIGADE,532929
COCKERILL,500147
TEGA,543413
SARDAEN,504614
TRITURBINE,533655
HINDCOPPER,513599
JPINFRATEC,533207
SINDHUTRAD,532029
DABUR,500096
MTARTECH,543270
ASL,506194
SUDARSCHEM,506655
HONAUT,517174
OLECTRA,532439
WELCORP,532144
KPRMILL,532889
REDINGTON,532805
SUVENPHAR,543064
IGL,532514
AMARAJABAT,500008
J&KBANK,532209
DHANI,532960
LUPIN,500257
MUTHOOTFIN,533398
GSPL,532702
SURATEX,530185
COFFEEDAY,539436
NEULANDLAB,524558
JUSTDIAL,535648
ZENTEC,533339
PARAGMILK,539889
COSMOFE,523100
IONEXCHANG,500214
BAJAJ-AUTO,532977
RTNPOWER,533122
MPHASIS,526299
3IINFOTECH,532628
SUKHJITS,524542
FILATEX,526227
GICRE,540755
SOBHA,532784
SHRIRAMPPS,543419
FRETAIL,540064
IRBINVIT,540526
TANLA,532790
HSIL,500187
GANECOS,514167
FAIRCHEMOR,543252
RECLTD,532955
PARAS,543367
MAHSEAMLES,500265
KITEX,521248
BRITANNIA,500825
ESCORTS,500495
BERGEPAINT,509480
PFOCUS,532748
KALYANKJIL,543278
TINPLATE,504966
SANDUMA,504918
STLTECH,532374
TORNTPHARM,500420
MARICO,531642
SKFINDIA,500472
INFIBEAM,539807
KELLTONTEC,519602
RUPA,533552
KTKBANK,532652
JSWISPL,513446
JISLJALEQS,500219
TINNARUBR,530475
INDUSTOWER,534816
MIRZAINT,526642
HEMIPROP,543242
GOCOLORS,543401
PAGEIND,532827
PENIND,513228
MOSCHIP,532407
GRANULES,532482
TIRUMALCHM,500412
GNFC,500670
NOCIL,500730
AFEL,538351
THERMAX,500411
ZYDUSWELL,531335
SUNTECK,512179
MCLOUD,538891
WABAG,533269
SIYSIL,503811
RAYMOND,500330
RAMAPHO,524037
VALIANTORG,540145
OBCL,541206
DHANUKA,507717
BAJAJCON,533229
SPORTKING,539221
POWERINDIA,543187
VARIMAN,540570
UCOBANK,532505
WAAREERTL,534618
TUNITEX,531411
RANEHOLDIN,505800
SCHAEFFLER,505790
TIMETECHNO,532856
DCW,500117
BHARATFORG,500493
NEOGEN,542665
CHANDRAP,530309
LEMONTREE,541233
HGS,532859
CLEAN,543318
ARSHIYA,506074
HATSUN,531531
MANINFRA,533169
OIL,533106
NIFTYBEES,590103
ARVIND,500101
GRMOVER,531449
MRF,500290
AFFLE,542752
DIAMINESQ,500120
SOUTHBANK,532218
JSL,532508
NILE,530129
PRSMJOHNSN,500338
GLOBUSSPR,533104
WELSPUNIND,514162
TWL,532966
ASAL,520119
AEGISLOG,500003
CROMPTON,539876
DWARKESH,532610
HATHWAY,533162
MFL,543332
MANAPPURAM,531213
DCAL,540701
IOLCP,524164
GLENMARK,532296
AVADHSUGAR,540649
SAFARIND,523025
CHEVIOT,526817
BFUTILITIE,532430
KIRLOSENG,533293
TRIVENI,532356
TATASTLLP,513010
ITDCEM,509496
ICICIPRULI,540133
MAHABANK,532525
TRIGYN,517562
SUPRBPA,532070
VENKYS,523261
HCC,500185
FILATFASH,532022
ICICIGI,540716
VECOPP,890162
CENTRALBK,532885
VTL,502986
PACL,506852
PRAKASH,506022
JINDRILL,511034
MASTEK,523704
SINTEXPLAST,540653
EVEXIA,524444
TARSONS,543399
JBCHEPHARM,506943
SEQUENT,512529
STEELXIND,534748
ADVENZYMES,540025
RADHIKAJWE,540125
IGPL,500199
TNPL,531426
LYKALABS,500259
GUFICBIO,509079
ANDHRAPET,500012
ORIENTCEM,535754
GOLDIAM,526729
KPEL,539686
SUPREMEIND,509930
BDL,541143
RELAXO,530517
TIMEX,500414
AJANTSOY,519216
AKSPINTEX,539300
ANDHRSUGAR,590062
VSSL,534392
JMCPROJECT,522263
BEPL,500052
NAHARCAP,532952
RAMCOCEM,500260
CHEMPLASTS,543336
CENTENKA,500280
PNBGILTS,532366
SOLARINDS,532725
JAMNAAUTO,520051
MINDACORP,538962
COMSYN,539986
EXPLEOSOL,533121
TRANSPEK,506687
TECHNOE,542141
HPL,540136
SSWL,513262
ISEC,541179
VGUARD,532953
KEC,532714
ELECON,505700
DOLLAR,541403
NBCC,534309
HIKAL,524735
SYNGENE,539268
SALZER,517059
AMBALALSA,500009
LGBBROSLTD,500250
SHANKARA,540425
PNCINFRA,539150
SURYAROSNI,500336
BURGERKING,543248
CARTRADE,543333
ASRL,541865
MFSL,500271
RENUKA,532670
SWISSMLTRY,523558
BLACKROSE,514183
HIGHENE,504176
GSFC,500690
WEBELSOLAR,517498
AMBIKCO,531978
RAJOOENG,522257
FCONSUMER,533400
PITTIENG,513519
SONATSOFTW,532221
MOTILALOFS,532892
UTIAMC,543238
RTNINDIA,534597
LINDEINDIA,523457
TIINDIA,540762
ATUL,500027
CCCL,532902
RKFORGE,532527
PETRONET,532522
FINCABLES,500144
PAUSHAKLTD,532742
DECIPHER,524752
INDINFO,509051
CGPOWER,500093
AMBER,540902
RACLGEAR,520073
JPASSOCIAT,532532
VSL,540252
SETFNIFBK,590137
THYROCARE,539871
DBREALTY,533160
JASCH,500220
CHENNPETRO,500110
SOMANYCERA,531548
BHARATRAS,590021
ALLCARGO,532749
TARC,543249
BEML,500048
DHAMPURSUG,500119
MAHACORP,505523
TEJNAKSH,539428
NETWORK18,532798
MOREPENLAB,500288
CENTURYTEX,500040
ONTIC,540386
KNRCON,532942
ACRYSIL,524091
GPTINFRA,533761
ORIENTBELL,530365
SWORDEDGE,512359
EKC,532684
AARTIDRUGS,524348
JCTLTD,500223
ASHOKA,533271
ISHANCH,531109
MTNL,500108
CAMLINFINE,532834
PNBHOUSING,540173
COLPAL,500830
MASFIN,540749
ARTEFACT,531297
MAYUKH,539519
EDELWEISS,532922
SIKA,523606
NILA,530377
ORBTEXP,512626
JPOLYINVST,536773
NAHARSPING,500296
RGL,532923
SOLARA,541540
BOSCHLTD,500530
JKCEMENT,532644
SAINTGOBAIN,515043
ARIHCAPM,511605
BAJAJELEC,500031
AARTISURF,543210
GMM,505255
GENPHARMA,531592
COASTCORP,501831
KPL,539997
BIOGEN,531752
DLINKINDIA,533146
KRBL,530813
SUPREMEX,534733
NAZARA,543280
CYBERTECH,532173
DIGJAMLTD,539979
HUDCO,540530
METROBRAND,543426
NGLFINE,524774
SCHNEIDER,534139
INDOBORAX,524342
MAITHANALL,590078
STAR,532531
LAXMIMACH,500252
HGINFRA,541019
UGROCAP,511742
DBL,540047
BCLENTERPR,539621
STARHFL,539017
CONCOR,531344
ECLERX,532927
RELCAPITAL,500111
TILAK,503663
JINDALSAW,500378
CSBBANK,542867
RCOM,532712
NITINSPIN,532698
MANGCHEFER,530011
EROSMEDIA,533261
ANG,540694
MEGASTAR,541352
CHANDNI,522292
PIXTRANS,500333
RESPONIND,505509
TEJASNET,540595
WOCKPHARMA,532300
SHOPERSTOP,532638
INTENTECH,532326
PRIVISCL,530117
BIRLAPREC,522105
BALMLAWRIE,523319
SFL,540203
DCBBANK,532772
KANSAINER,500165
ABBOTINDIA,500488
SITINET,532795
CESC,500084
SJVN,533206
CAPPL,524742
UFLEX,500148
BLS,540073
SHREEGANES,539470
VAKRANGEE,511431
KPIGLOBAL,542323
ZEEMEDIA,532794
SAWABUSI,531893
SHYAMMETL,543299
BASF,500042
INTLCONV,509709
RCF,524230
PRICOLLTD,540293
SCFL,539252
KIRLPNU,505283
AKSHOPTFBR,532351
FORTIS,532843
KCP,590066
SUMEDHA,530419
RUDRA,539226
KBCGLOBAL,541161
MARKSANS,524404
TATAINVEST,501301
PRECAM,539636
GGENG,540614
UYFINCORP,530579
PRESTIGE,533274
LAOPALA,526947
CONFIPET,526829
GTL,500160
ASMTEC,526433
NEWGEN,540900
RAMINFO,530951
EMPIND,509525
DEN,533137
BNRSEC,523019
TBZ,534369
MIC,532850
JKLAKSHMI,500380
TIGERLOGS,536264
GUJTHEM,506879
GREENPOWER,533263
VAMA,512175
HINDOILEXP,500186
RASANDIK,522207
VEDAVAAG,533056
MHRIL,533088
MIDHANI,541195
BANSWRAS,503722
PANAMAPET,524820
SHREYAS,520151
TTKPRESTIG,517506
IIFLSEC,542773
BCLIL,524332
ABMKNO,531161
PPL,542684
GKP,542666
NAM-INDIA,540767
GANESHBE,500153
KHAICHEM,507794
INOXLEISUR,532706
SUMICHEM,542920
SUTLEJTEX,532782
KRITINUT,533210
RNBDENIMS,538119
PHOENIXLTD,503100
KMCSHIL,524520
CEREBRAINT,532413
KOPRAN,524280
SHILPAMED,530549
ECORECO,530643
EIDPARRY,500125
RADICO,532497
A2ZINFRA,533292
NH,539551
ASAHIINDIA,515030
TCI,532349
ZODIAC,543416
FCSSOFT,532666
APARINDS,532259
USHAMART,517146
QUESS,539978
BLIL,532485
MSTC,542597
DATAMATICS,532528
BAJAJHIND,500032
TORNTPOWER,532779
ALKOSIGN,543453
STARPAPER,516022
LOKESHMACH,532740
INDIAGLYCO,500201
RAJPALAYAM,532503
GULPOLY,532457
DAAWAT,532783
ELECTCAST,500128
KKCL,532732
CASTROLIND,500870
SHILCTECH,531201
PCBL,506590
GLAND,543245
BLUEDART,526612
MODULEX,504273
TALBROAUTO,505160
ROHITFERRO,532731
TIDEWATER,590005
VBL,540180
IFCI,500106
PTC,532524
BBTC,501425
MOIL,533286
RAMASTEEL,539309
KSCL,532899
NHPC,533098
BINNY,514215
MEP,539126
CREDITACC,541770
KANCHI,538896
MINDAIND,532539
MAJESAUT,500267
KINGFA,524019
PREVEST,543363
EVEREADY,531508
AMIORG,543349
VENUSREM,526953
CHOICEIN,531358
TATAMETALI,513434
DOLATALGO,505526
KINETICENG,500240
SETFNIF50,590138
OSIAJEE,540198
JSWENERGY,533148
WPIL,505872
NATPEROX,500298
INDOAMIN,524648
COROMANDEL,506395
FACORALL,532656
RANEENGINE,532988
SIS,540673
GRINDWELL,506076
PSUBNKBEES,590108
AWHCL,543254
JSLHISAR,539597
NDL,532641
63MOONS,526881
JUNIORBEES,590104
GOENKA,533189
RALLIS,500355
DSSL,532365
LUHARUKA,512048
MAFANG,543291
ACCELYA,532268
DCMSHRIRAM,523367
EARUM,542724
ADSL,532875
RAMKY,533262
GLAXO,500660
MRPL,500109
INDIANHUME,504741
FIBERWEB,507910
TVTODAY,532515
TATVA,543321
INOXWIND,539083
VIKASECO,530961
SUMMITSEC,533306
FIEMIND,532768
ULTRAMAR,506685
RADHEDE,531273
KAMAHOLD,532468
SINTEX,502742
BARBEQUE,543283
HFIL,526899
MANORAMA,541974
KOLTEPATIL,532924
KINGSINFR,530215
CENTURYPLY,532548
BALPHARMA,524824
URJAGLOBA,526987
INDOWIND,532894
KOTAKPSUBK,590107
DISAQ,500068
WELSPLSOL,500365
WINDLAS,543329
UNICHEMLAB,506690
ATGL,542066
ENGINERSIN,532178
ASIANTILES,532888
TNPETRO,500777
GESHIP*,500620
DYNPRO,532707
AIAENG,532683
MFLINDIA,526622
ADORFO,530431
ASTRAMICRO,532493
BBL,503960
ISWL,513361
ALKEM,539523
OPTIEMUS,530135
INGERRAND,500210
ERIS,540596
KDDL,532054
CARBORUNIV,513375
NATCOPHARM,524816
RAJGLOWIR,517522
KIRIINDUS,532967
PMCFIN,534060
NRBBEARING,530367
GINNIFILA,590025
CERA,532443
BLUESTARCO,500067
AVANTEL,532406
IPCALAB,524494
ORIENTHOT,500314
VASCONEQ,533156
DFM,519588
ZEELEARN,533287
MENNPIS,531727
COSMOFILMS,508814
APEX,540692
NUVOCO,543334
SANINFRA,532435
BUTTERFLY,517421
SURJIND,526211
PGIL,532808
RSWM,500350
AJANTPHARM,532331
VIKASLIFE,542655
STL,540738
BALUFORGE,531112
GENESYS,506109
PFS,533344
ICIL,521016
VIPULORG,530627
XCHANGING,532616
JOHNPHARMA,532154
MISHTANN,539594
TAKE,532890
ISGEC,533033
KESORAMIND,502937
GEOJITFSL,532285
GOLKUNDIA,523676
TFCILTD,526650
EQUITASBNK,543243
ALPHAGEO,526397
ELEFLOR,526473
SVPGLOB,505590
IFBIND,505726
SARLAPOLY,526885
WHITEORG,513713
BASANTGL,524687
VASWANI,533576
AURUM,539289
VISAKAIND,509055
SWASTIVI,510245
MANALIPETC,500268
LEHIL,532998
LINCOPH,531633
RUBFILA,500367
HPCOTTON,502873
AMINTAN,541771
CHEMFABALKA,541269
KILPEST,532067
ANANDRATHI,543415
AVANTI,512573
ADANITRANS,539254
CHOICEIN-RE,750692
VIVIMEDLAB,532660
HTMEDIA,532662
LUMAXTECH,532796
AMRUTANJAN,590006
BODALCHEM,524370
SHARIKA,540786
CRAFTSMAN,543276
GODREJIND,500164
PGINVIT,543290
GREENPANEL,542857
GRSE,542011
JKIL,532940
BAJAJHCARE,539872
VEGETABLE,539132
EQUITAS,539844
GARMNTMNTR,539216
FORCEMOT,500033
AFFORDABLE,541402
RATEGAIN,543417
STOVEKRAFT,543260
PRECWIRE,523539
BIRLACORPN,500335
AKSHAR,541303
SUUMAYA,543274
HERANBA,543266
SANDHAR,541163
AJMERA,513349
JYOTISTRUC,513250
HILTON,532847
PFIZER,500680
GAYAPROJ,532767
HINDZINC,500188
INDORAMA,500207
DEEPAKSP,514030
NIACL,540769
WORL,542667
TEAMLEASE,539658
KIMS,543308
HOCL,500449
FACT,590024
GULFOILLUB,538567
ASALCBR,507526
TEXMOPIPES,533164
SHIVACEM,532323
CARERATING,534804
IRCON,541956
DALMIASUG,500097
BENGALASM,533095
AURIONPRO,532668
ESTER,500136
GLS,543322
ARVSMART,539301
ARIES,532935
IFBAGRO,507438
JINDWORLD,531543
EVERESTO,524790
ONWARDTEC,517536
MANINDS,513269
PHARMAID,524572
SAPPHIRE,543397
CSLFINANCE,530067
SHRGLTR,512463
YAMNINV,511012
HINDTIN,530315
LUDLOWJUT,526179
SATIA,539201
JAYKAY,500306
BGRENERGY,532930
MANORG,514418
PRAKASHSTL,533239
WSTCSTPAPR,500444
NAVNETEDUL,508989
KUSHAL,536170
GABRIEL,505714
MAHLOG,540768
NAHARINDUS,519136
ACCEL,517494
CRESSAN,512379
JUBLPHARMA,530019
VINATIORGA,524200
SJS,543387
ANDHRAPAP,502330
TANAA,522229
SAREGAMA,532163
UJJIVANSFB,542904
UJJIVAN,539874
BIRET,543261
APOLLOPIPES,531761
RELCHEMQ,503162
AMARJOTHI,521097
MAZDOCK,543237
AUROLAB,530233
MENONBE,523828
HAWKINCOOK,508486
JSTL,538837
ARVINDFASN,542484
HIL,509675
GENNEX,531739
HALDYNGL,515147
PCJEWELLER,534809
AJRINFRA,532959
AIRTELPP,890157
SHAREINDIA,540725
JBMA,532605
NURECA,543264
SANOFI,500674
UDAICEMENT,530131
GOODYEAR,500168
IKAB,514238
SINGER,505729
PANCHSHEEL,531726
DANLAW,532329
TTIENT,538597
APMFINVEST,542774
LELAVOIR,539814
AXITA,542285
SHAHLON,542862
IIFLWAM,542772
PDSMFL,538730
MONTECARLO,538836
REFEX,532884
TCIDEVELOP,533393
WALCHANNAG,507410
GLOSTERLTD,542351
GRINFRA,543317
SHIL,542905
AGARIND,531921
JKTYRE,530007
SBGLP,543218
JMFINANCIL,523405
ROTO,517500
WELENT,532553
KIOCL,540680
INDOCO,532612
UNITECH,507878
NAGARFERT,539917
SIMPLEXINF,523838
SANGHVIMOV,530073
HIMATSEIDE,514043
STARHEALTH,543412
SPIC,590030
FINEORG,541557
BECTORFOOD,543253
ALPA,532878
GREENPLY,526797
JETAIRWAYS,532617
GSTL,540654
TAJGVK,532390
SIGNETIND,512131
JTLINFRA,534600
SHAILY,501423
ORIENTPPR,502420
BHANDHOS,512608
KCPSUGIND,533192
BAYERCROP,506285
SAGCEM,502090
JINDALPHOT,532624
CPSEETF,538057
IMFA,533047
ORICON,513121
PTCIL,539006
LIKHITHA,543240
LAKSHMIMIL,502958
INDRANIB,526445
RAMCOSYS,532370
APLLTD,533573
SANJIVIN,531569
XELPMOC,542367
PATELENG,531120
PICCADIL,530305
SALSTEEL,532604
MANGIND,537800
MIRCELECTR,500279
GICHSGFIN,511676
SNOWMAN,538635
CRISIL,500092
MNKCMILTD,539046
NATIONSTD,504882
BAJAJST,507944
PRISMX,501314
SANGHIIND,526521
UJAAS,533644
REPCOHOME,535322
ASTERDM,540975
SASKEN,532663
TCIEXP,540212
MALLCOM,539400
MEGASOFT,532408
CHLOGIST,531977
SHALBY,540797
CPL,536974
HERITGFOOD,519552
RATNAMANI,520111
ANSALBU,523007
ZENOTECH,532039
EMBASSY,542602
PATELSAI,517417
AIMCOPEST,524288
SUVEN,530239
GIPCL,517300
FINOPB,543386
HCG,539787
DIGISPICE,517214
BI,526853
RPSGVENT,542333
NUCLEUS,531209
MMWL,512267
PANJON,526345
FERMENTA,506414
BALAJITELE,532382
SAURASHCEM,502175
ORISSAMINE,590086
COMFINCAP,535267
PERMAGN,504132
IWP,540954
SHBAJRG,526981
KAJARIR,513693
CALCOM,517236
SUNFLAG,500404
SURANASOL,533298
MODINATUR,519003
ASIANENE,530355
ELECTHERM,526608
QUICKHEAL,539678
GODREJAGRO,540743
ODYSSEY,530175
SUNSHIEL,530845
HOMEFIRST,543259
VINYLINDIA,524129
PARNAXLAB,506128
DAICHI,526821
JUBLINDS,533320
RSSOFTWARE,517447
VAL,539402
AASHKA,543346
EPL,500135
CHEMCON,543233
SHALPAINTS,509874
MAHINDCIE,532756
SRESTHA,539217
BAJAJHLDNG,500490
5PAISA,540776
NECLIFE,532649
GOACARBON,509567
SADBHAV,532710
COCHINSHIP,540678
NIKHILAD,526159
BHATIA,540956
TITANBIO,524717
POKARNA,532486
SVCIND,524488
SUNDRMFAST,500403
KAJARIACER,500233
YASHPAKKA,516030
ALUFLUOR,524634
MANCREDIT,505850
SELLWIN,538875
DEEPIND,543288
SHAKTIPUMP,531431
AXTEL,523850
DYNAMIC,540795
INFLAME,541083
LASA,540702
GALAXYSURF,540935
MFSINTRCRP,513721
HIMTEK,505712
APCOTEXIND,523694
PANCHMAHQ,513511
SUPRAJIT,532509
ALANKIT,531082
ITHL,500213
SAHYADRI,532841
NFL,523630
THOMASCOOK,500413
SATIN,539404
PANAENERG,504093
WAA,541445
MAHLIFE,532313
MCLEODRUSS,532654
REXNORD,531888
AYMSYNTEX,508933
PBMPOLY,514087
SHRJAGP,512453
ROSSARI,543213
TCNSBRANDS,541700
AMBICAAGAR,532335
VADILALIND,519156
NYSSACORP,504378
GARFIBRES,509557
BHAGWOX,509449
VIJAYA,543350
SUPERHOUSE,523283
3MINDIA,523395
EMAMILTD,531162
HINDMOTORS,500500
VIRTUALG,534741
COMPUAGE,532456
EIHOTEL,500840
SHWL,541358
BANASFN,509053
ALLSEC,532633
HUBTOWN,532799
ROLEXRINGS,543325
RHIM,534076
TARINI,538496
CORALFINAC,531556
MAYURUNIQ,522249
KOCL,539910
JAYSHREETEA,509715
INTLCOMBQ,505737
SPECIALITY,534425
NOL,507813
GRAUWEIL,505710
UNIDT,522014
DCMNVL,542729
NIRLON,500307
KUANTUM,532937
VISHAL,538598
SMRUTHIORG,540686
ALMONDZ,531400
APMIN,523537
MAXVIL,539940
MINDTECK,517344
ANUHPHR,506260
SALASAR,540642
VSTTILLERS,531266
HCL-INSYS,500179
EMKAY,532737
SRHHYPOLTD,532842
MPSLTD,532440
XTGLOBAL,531225
ANUPAM,530109
GODFRYPHLP,500163
NIYOGIN,538772
CENLUB,522251
STOVACQ,504959
BASML,532674
HEIDELBERG,500292
BIBCL,524663
INDOTECH,532717
PWASML,531437
GVFILM,523277
IFL,540377
IPL,543311
MCCHRLS-B,507836
DECCANCE,502137
KOTAKBKETF,590136
GTPL,540602
AIML,534064
INNOVATORS,541353
ITI,523610
TVSELECT,532513
GUJARATPOLY,517288
CEATLTD,500878
FREDUN,539730
GRNLAMIND,538979
BEARDSELL,539447
RAGHUTOB,531552
ANMOL,542437
SYMPHONY,517385
EMMBI,533161
GENUSPAPER,538961
MHLXMIRU,514450
ISMTLTD,532479
GPPL,533248
SICAL,520086
APTECHT,532475
GNA,540124
LAKSELEC,504258
SHRIRAMCIT,532498
MITSU,540078
MRCEXIM,540809
WIMPLAST,526586
INDSWFTLAB,532305
TALBROSENG,538987
TERAI,530533
RANASUG,507490
MBLINFRA,533152
PAISALO,532900
MOLDTKPAC,533080
MAHSCOOTER,500266
SREINFRA,523756
STARCEMENT,540575
INDOKEM,504092
RRMETAL,531667
MANGLMCEM,502157
GMBREW,507488
TRIVENIGQ,502281
MASTERTR,511768
MAHAVIRIND,531648
PGHL,500126
RNAVAL,533107
FLOMIC,504380
UFO,539141
INDSILHYD,522165
GANGESSEC,540647
BOROLTD,543212
VLSFINANCE,511333
RICOAUTO,520008
AMNPLST,506248
NACLIND,524709
NESCO,505355
MINAXI,531456
STCINDIA,512531
KMEW,543273
VIKASPROP,531518
ORIENTELEC,541301
EXXARO,543327
NATURAL,543207
ANANTRAJ,515055
LUMAXIND,517206
KMSUGAR,532673
ANUP,542460
OSWALAGRO,500317
BMW,542669
LIBERTSHOE,526596
MAFATIND,500264
DBCORP,533151
NEH,533202
RUCHIRA,532785
GLOBOFFS,501848
RSYSTEMINT,532735
NCLIND,502168
CHALET,542399
FAZE3Q,530079
SUMEETINDS,514211
DHARAMSI,506405
SANGAMIND,514234
ZEAL,539963
FDC,531599
OMINFRAL,531092
MKEXIM,538890
APLAB,517096
ACKNIT,530043
SIMRAN,519566
